"","org","cast(split_zc.doc_max as text)","zip_code","count_zip_code","latitude","longitude"
"2294","FREEPORT REGIONAL HEALTH CARE FOUNDATION","17","61032","17",42.323529,-89.591606
"2295","FREMONT RADIOLOGY, PC","2","82501","3",43.180647,-108.925734
"2296","FRESENIUS VASCULAR CARE AUGUSTA, LLC","5","30901","10",33.456687,-81.969184
"2297","FRESENIUS VASCULAR CARE ST LOUIS LLC","1","63031","1",38.805499,-90.351314
"2298","FRESNO IMAGING CENTER","7","93710","7",36.896749,-119.750294
"2299","FRIEDELL CLINIC, S. C.","3","60649","3",41.811929,-87.68732
"2300","FRISBIE MEMORIAL HOSPITAL","4","3867","44",NA,NA
"2301","FROEDTERT PHYSICIAN PARTNERS, INC.","48","53051","223",43.124189,-88.227543
"2302","FRONT RANGE CANCER SPECIALISTS PC","4","80528","8",40.533726,-105.034077
"2303","FRONT RANGE ORTHOPAEDICS PC","3","80906","3",38.796074,-104.841763
"2304","FRONT RANGE RADIATION ONCOLOGY","2","80120","2",39.597937,-105.010182
"2305","FRONTIER HOSPITALS, INC.","2","70631","2",29.791099,-93.437979
"2306","FSH RADIOLOGY INC","2","44122","2",41.473248,-81.505389
"2307","FT. JESSE IMAGING CENTER LLC","7","61761","14",40.530375,-88.7989
"2308","FULLERTON KIMBALL MEDICAL GROUP","1","60647","1",41.811929,-87.68732
"2309","FULLERTON RADIOLOGY MEDICAL GROUP, INC","9","92503","27",33.752886,-116.055617
"2310","FULTON DIAGNOSTIC RADIIOLOGY LLC","1","17233","1",39.928812,-77.981379
"2311","FUNCTIONAL IMAGING OF TEXAS, PA","1","76210","2",NA,NA
"2312","FWC GYN ONCOLOGY LLC","1","34233","1",27.127372,-82.423776
"2313","G N REDDY MD & ASSOCIATES INC","1","26003","1",40.102703,-80.647599
"2314","GABILAN RADIOLOGY MEDICAL GROUP","3","95023","3",36.828078,-121.3924
"2315","GABLES RADIOLOGY ASSOCIATES PA","1","33126","2",25.790376,-80.288372
"2316","GABRIEL CARABULEA, M.D., INC.","1","92673","2",33.459745,-117.625076
"2317","GABRIEL DOMENECH MD PA","1","33027","2",26.039737,-80.365429
"2318","GAF RADIOLOGY, PSC.","1","680","1",NA,NA
"2319","GAGNON ONCOLOGY, LLC","2","21701","4",39.512748,-77.369299
"2320","GAIL L BURLESON","1","77478","2",29.525461,-95.756462
"2321","GAINESVILLE CANCER CENTER","1","76240","2",33.654698,-97.158295
"2322","GAINESVILLE GYN ONCOLOGY OF NORTH","1","32605","2",29.677899,-82.466362
"2323","GAINESVILLE IMAGING ASSOCIATES","2","30501","4",34.334398,-83.837912
"2324","GAINESVILLE RADIOLOGY GROUP, PC","12","30501","12",34.334398,-83.837912
"2325","GAJERA AND PATEL PLLC","2","42240","6",36.876568,-87.471106
"2326","GALAX RADIOLOGY, INC.","2","24333","2",36.660281,-80.913605
"2327","GALLERY IMAGING CENTER LLC","56","55102","132",44.932929,-93.118968
"2328","GAMMAWEST BRACHYTHERAPY, LLC","7","84057","22",40.311353,-111.72496
"2329","GARA M SOMMERS, M.D. P. C.","1","76664","1",31.554423,-96.871366
"2330","GARDEN STATE HEALTHCARE ASSOCIATES LLC","17","70024","17",NA,NA
"2331","GARDEN STATE MAGNETIC IMAGING LIMITED LIABILITY COMPANY","4","86193","4",NA,NA
"2332","GARDEN STATE RADIATION ONCOLOGY LLC","2","87558","2",36.665925,-105.469436
"2333","GARDEN STATE UROLOGY LLC","1","79606","1",32.303126,-99.908645
"2334","GARDENDALE PHYSICIAN ASSOCIATES, P.C.","1","35071","2",33.70615,-86.848289
"2335","GARDENS EFL IMAGING CENTER LLC","14","33410","28",26.598446,-80.054613
"2336","GARDENS RADIOLOGY ASSOCIATES, PA","23","33603","41",27.986147,-82.463804
"2337","GARFIELD HEMATOLOGY AND ONCOLOGY CONSULTANTS MEDICAL GROUP, INC","1","91754","2",33.786594,-118.298662
"2338","GARY G SHI MD INC","1","95642","1",38.366959,-120.763365
"2339","GARY L GASOWSKI, MD, PC","1","17331","2",39.935502,-76.672739
"2340","GASKINS AND SCOTT PA","1","20770","1",38.995909,-76.880966
"2341","GASTON HEMATOLOGY & ONCOLOGY ASSOCIATES PC","8","28054","8",35.249452,-81.133003
"2342","GASTON RADIOLOGY PA","17","28054","34",35.249452,-81.133003
"2343","GASTROENTEROLOGY & ONCOLOGY ASSOC","2","33709","2",27.820082,-82.730798
"2344","GASTROENTEROLOGY ASSOCIATION OF CLEVELAND, INC","3","44122","6",41.473248,-81.505389
"2345","GATEWAY RADIOLOGY CONSULTANTS PA","4","33781","4",27.868101,-82.758523
"2346","GATEWAY VASCULAR ACCESS, LLC","5","63128","10",38.491503,-90.377167
"2347","GAURAV K GOSWAMI, M.D., INC.","1","92831","1",33.640302,-117.769442
"2348","GAYLORD HOSPITAL","1","64921","2",NA,NA
"2349","GBR SHEBOYGAN LLC","17","53081","31",43.722489,-87.856793
"2350","GC ONCOLOGY SERVICES PC","2","11530","2",40.726801,-73.639723
"2351","GCGA PHYSICIANS INC.","1","45219","2",39.12851,-84.515191
"2352","GCS RADIOLOGY PC","1","28345","1",34.937085,-79.649111
"2353","GD RADIOLOGY PA","1","75205","1",32.826028,-96.784329
"2354","GDS IMAGING, PC","1","10538","2",41.090197,-73.755284
"2355","GEISINGER CLINIC","111","17822","116",40.967437,-76.604896
"2356","GEISINGER COMMUNITY HEALTH SERVICES","18","18411","36",41.463694,-75.681992
"2357","GEM STATE RADIOLOGY LLP","28","83706","124",43.478618,-116.137752
"2358","GENDAL-KUSNITZ OBS-GYN MD PC","1","11021","2",40.754757,-73.601772
"2359","GENERAL PHYSICIAN, PC","1","14048","1",42.487716,-79.328287
"2360","GENERAL RADIOLOGY ASSOCIATES, P.C.","12","48043","12",42.597984,-82.877669
"2361","GENERAL RADIOLOGY PC","3","68025","3",41.487786,-96.501672
"2362","GENERATIONS RADIOTHERAPY & ONCOLOGY PC","1","35007","2",33.193415,-86.794377
"2363","GENERATIONS WOMENS HEALTH S C","1","61265","1",41.529431,-90.528972
"2364","GENESEE CANCER AND BLOOD DISEASE TREATMENT CENTER PC","2","48503","2",43.010835,-83.69278
"2365","GENESEE HEMATOLOGY-ONCOLOGY, P.C.","4","48503","4",43.010835,-83.69278
"2366","GENESEE MEDICAL IMAGING PC","12","48439","14",42.9227,-83.67376
"2367","GENESEE VALLEY GROUP HEALTH ASSOCIATION","10","14226","27",42.974389,-78.794905
"2368","GENESEE VALLEY OBSTETRICS & GYNECOLOGY PC","1","14620","2",43.129862,-77.618523
"2369","GENESIS HEALTHCARE PARTNERS PC","4","92037","4",32.898511,-117.225744
"2370","GENESIS MEDICAL GROUP, LLC","14","43701","244",39.927415,-82.004058
"2371","GENESIS PHYSICIANS GROUP","1","48034","2",42.478495,-83.279164
"2372","GENESSE COUNTY RADIATION ONCOLOGY P","1","48503","2",43.010835,-83.69278
"2373","GENESYS HURLEY CANCER INSTITUTE","3","48503","6",43.010835,-83.69278
"2374","GENESYS INTEGRATED GROUP PRACTICE PC","15","48502","27",43.015127,-83.694756
"2375","GENESYS REGIONAL MEDICAL CENTER","1","48446","1",43.121459,-83.319558
"2376","GENNADY RUBINSTEIN MD INC","1","91604","1",33.786594,-118.298662
"2377","GEORGE G KURITZA MD SC","1","60068","1",42.037228,-87.843714
"2378","GEORGE G MIRANDA MD INC","1","92691","2",33.605527,-117.667923
"2379","GEORGE JOHN TSIOULIAS MEDICAL, PC","1","11102","1",40.770808,-73.92516
"2380","GEORGE L. RODRIGUEZ, M.D., P.C.","6","19134","6",39.994662,-75.107969
"2381","GEORGE REGIONAL RADIOLOGY","2","39452","2",30.866791,-88.649035
"2382","GEORGETOWN RADIOLOGY","7","29440","7",33.439327,-79.367525
"2383","GEORGIA HEALTH IMAGING","1","30044","2",33.941847,-84.070567
"2384","GEORGIA IMAGING ASSOCIATES PC","4","30080","4",33.864604,-84.556181
"2385","GEORGIA MAGNETIC IMAGING CENTER LTD","28","31201","104",32.827949,-83.595066
"2386","GEORGIA RADIOLOGY IMAGING CONSULTANTS, LLC","26","31901","26",32.472864,-84.97823
"2387","GEORGIA TELERAD LLC","11","31021","11",32.459291,-82.938121
"2388","GEORGIA VASCULAR INSTITUTE, LLC","2","30236","2",33.518505,-84.337523
"2389","GEORGIA WEST IMAGING, P.C.","10","30117","10",33.566767,-85.078863
"2390","GERALD A NIEDZWIECKI MD PA","1","33761","1",27.925501,-82.725852
"2391","GERMAINE RODRIGUEZ M D P A","1","33173","1",25.558428,-80.458168
"2392","GETTYSBURG DIAGNOSTIC IMAGING, PC","7","17325","7",39.840922,-77.226591
"2393","GETTYSBURG RADIATION ONCOLOGY","1","17325","2",39.840922,-77.226591
"2394","GHANEM DAGHESTANI MD PA","1","78539","2",26.328674,-98.139672
"2395","GHASSAN AL-JAZAYRLY, MD, INC","1","90027","1",33.786594,-118.298662
"2396","GHOSH CENTER FOR ONCOLOGY AND HEMATOLOGY LLC","1","52402","1",42.020105,-91.681029
"2397","GHS PARTNERS IN HEALTH INC","65","29605","69",34.772107,-82.374371
"2398","GIANGRECO MEDICAL GROUP","2","85364","2",32.615305,-114.648722
"2399","GIBSON COMMUNITY HOSPITAL ASSOCIATION","1","60936","1",40.696479,-88.318387
"2400","GIBSON GENERAL HOSPITAL, INC.","1","47670","1",38.303369,-87.534003
"2401","GILA COUNTY RADIOLOGY PLLC","2","85501","2",33.476884,-110.868076
"2402","GILA REGIONAL MEDICAL CENTER","5","88061","5",32.853738,-108.330764
"2403","GILA RIVER HEALTH CARE CORPORATION","1","85147","1",NA,NA
"2404","GILBERT BARBEE MOORE & MCILVOY PSC","6","42141","10",36.942763,-85.941203
"2405","GILBERT LEDERMAN M D P C","2","10018","2",40.755332,-73.993172
"2406","GILBERTO RAMOS & CARMEN ALVAREZ","1","97965","1",NA,NA
"2407","GILLETTE MEDICAL IMAGING P.C.","4","82716","4",44.377283,-105.550237
"2408","GILVYDIS VEIN CLINIC, LTD","1","60178","2",41.893687,-88.68562
"2409","GLACIER ONCOLOGY, PLLC","2","59901","4",48.202765,-114.303919
"2410","GLASGOW IMAGING, LLC","12","19702","12",39.614737,-75.701277
"2411","GLASGOW RADIOLOGY, PSC","3","42141","3",36.942763,-85.941203
"2412","GLEASON DIAGNOSTIC IMAGING PC","1","50036","1",42.0425,-93.904897
"2413","GLEN P MOREHEAD MD PC","2","30224","2",33.240386,-84.273402
"2414","GLENCOE REGIONAL HEALTH SERVICES","1","55336","1",44.770238,-94.195685
"2415","GLENDALE DIAGNOSTIC IMAGING NETWORK MEDICAL OFFICE INC","2","91205","2",33.786594,-118.298662
"2416","GLENDALE NEUROLOGICAL ASSOCIATES P C","1","48334","2",42.506468,-83.348394
"2417","GLENDIVE MEDICAL CENTER, INC","1","59330","1",47.180623,-104.774873
"2418","GLENDORA RADIOLOGICAL ASSOCIATES, INC","13","91741","13",33.786594,-118.298662
"2419","GLENN TISMAN M D A MEDICAL","1","90601","2",34.004311,-118.0441
"2420","GLENS FALLS HOSPITAL INC","6","12832","6",43.369373,-73.331692
"2421","GLOBAL CANCER RESEARCH INSTITUTE, INC.","1","95032","1",37.070923,-121.66186
"2422","GLOBAL CLASS IMAGING, INC","1","11235","1",40.584455,-73.948402
"2423","GLOBAL IMAGING AND DIAGNOSTICS INC","1","33912","1",26.563728,-81.726965
"2424","GLOBAL IMAGING LLP","1","77478","2",29.525461,-95.756462
"2425","GLOBAL IMAGING SPECIALISTS LLC","2","34638","2",NA,NA
"2426","GMG HEALTH SYSTEMS  ASSOCIATES, PA","1","78214","2",29.350735,-98.483894
"2427","GMN ASSOCIATES","3","75080","3",32.962811,-96.726826
"2428","GOLD COAST CANCER CENTER LLC","1","33458","1",26.645895,-80.430269
"2429","GOLDBERG & MATHEW MEDICAL ASSOCIATES, P.L.L.C.","3","10956","6",41.149494,-73.98827
"2430","GOLDEN GATE RADIOLOGY MEDICAL GROUP, INC.","4","94133","4",37.801928,-122.410182
"2431","GOLDEN GATE UROLOGY, INC.","1","94115","2",37.786028,-122.437032
"2432","GOLDEN ISLES VEIN INSTITUTE PC","1","31522","2",31.213223,-81.449141
"2433","GOLDEN STATE RADIATION ONCOLOGY, INC.","2","90211","4",33.786594,-118.298662
"2434","GOLDEN TRIANGLE RADIATION ONCOLOGY PLLC","6","77642","12",29.864207,-93.942055
"2435","GOLDEN TRIANGLE RADIOLOGY, PA","3","39705","3",33.550752,-88.486521
"2436","GOLDEN VALLEY MEMORIAL HOSPITAL DISTRICT","3","64735","3",38.401811,-93.785012
"2437","GOLDEN WEST RAD MED","6","92801","6",33.640302,-117.769442
"2438","GOLDING RADIOLOGY, LTD","4","89801","4",40.905583,-115.534429
"2439","GOOD HEALTH MEDICAL, P.C.","1","11226","1",40.644962,-73.956304
"2440","GOOD SAMARITAN HOSPITAL CORVALLIS","5","97330","5",44.639931,-123.275969
"2441","GOOD SAMARITAN HOSPITAL MEDICAL CENTER","3","11795","3",40.699825,-73.290905
"2442","GOOD SAMARITAN HOSPITAL PHYSICIAN SERVICES INC","6","47591","7",38.707231,-87.417306
"2443","GOOD SAMARITAN HOSPITAL, INC.","1","30642","1",33.560655,-83.193389
"2444","GOOD SAMARITAN PHYSICIAN SERVICES","4","17046","8",40.381212,-76.436791
"2445","GOOD SAMARITAN REGIONAL HEALTH CENTER","1","62864","1",38.293269,-88.892273
"2446","GOOD SHEPHERD HEALTH CARE SYSTEM","7","97838","9",45.699986,-119.100692
"2447","GOODLAND REGIONAL MEDICAL CENTER","1","67735","1",39.358123,-101.798885
"2448","GORDON GRADO MD INC","4","85251","4",33.420061,-111.792658
"2449","GOSHEN HEALTH SYSTEM INC","12","46526","14",41.584839,-85.858059
"2450","GOSHEN MEDICAL ASSOCIATES PC","2","10924","4",41.357428,-74.210608
"2451","GOTARDO A. RODRIGUES MD LLC","1","33135","2",25.767476,-80.234971
"2452","GOTHAM DIAGNOSTIC IMAGING, P. C.","2","10710","2",40.967946,-73.84736
"2453","GRACE CLINIC OF LUBBOCK","4","79407","4",33.555775,-101.989408
"2454","GRACE HEMATOLOGY AND ONCOLOGY","1","28732","1",35.370666,-82.494647
"2455","GRACE UNIVERSITY MEDICAL GROUP","1","48235","1",42.239933,-83.150823
"2456","GRADY GENERAL HOSPITAL","11","39828","11",NA,NA
"2457","GRADY MEMORIAL HOSPITAL","12","73018","12",35.127804,-97.937083
"2458","GRAM RESOURCES, INC","4","41701","4",37.299666,-83.239904
"2459","GRAND ISLAND RADIOLOGY ASSOCIATES P.C.","10","68803","10",40.872531,-98.521343
"2460","GRAND ITASCA CLINIC & HOSPITAL","1","55744","2",47.232889,-93.393555
"2461","GRAND LAKE IMAGING PC","1","74344","1",36.545757,-94.74162
"2462","GRAND RAPIDS RADIATION ONCOLOGY PC","3","49503","3",42.956176,-85.660693
"2463","GRAND TRAVERSE RADIOLOGISTS PC","20","49684","20",44.693963,-85.676342
"2464","GRAND VIEW HOSPITAL","1","18960","1",40.360473,-75.317521
"2465","GRAND VIEW RADIATION ONCOLOGY, LTD","1","18960","1",40.360473,-75.317521
"2466","GRANDE RONDE HOSPITAL INC.","1","97850","1",45.29535,-118.164822
"2467","GRANDVIEW RADIOLOGY ASSOC.","12","18960","24",40.360473,-75.317521
"2468","GRANITE MEDICAL GROUP INC","22","21690","44",39.034637,-76.092127
"2469","GRANT COUNTY PUBLIC HOSPITAL DISTRICT NO 2","30","98848","30",47.182173,-119.754143
"2470","GRASS VALLEY HEMATOLOGY/ONCOLOGY MED GRP","2","95945","4",39.196288,-120.95855
"2471","GRASS VALLEY RADIOLOGY MEDICAL GROUP, INC","5","95945","5",39.196288,-120.95855
"2472","GRAYS HARBOR CARDIOVASCULAR IMAGING, LLC","3","98520","3",47.002735,-123.67129
"2473","GREAT FALLS CLINIC LLP","12","59405","12",47.277623,-111.290803
"2474","GREAT LAKES MEDICAL IMAGING LLC","19","14420","19",43.223303,-77.917335
"2475","GREAT LAKES RADIATION MEDICINE PC","1","49855","1",46.593435,-87.615282
"2476","GREAT LAKES TELERADIOLOGY VENTURES PLLC","1","48377","2",42.49917,-83.477335
"2477","GREAT NECK HEMATOLOGY&ONCOLOGY.P.C.","1","11021","1",40.754757,-73.601772
"2478","GREAT NECK NEUROLOGICAL SURGERY, P.C.","1","11021","1",40.754757,-73.601772
"2479","GREAT NECK OBSTETRICS & GYNECOLOGY PC","1","11021","1",40.754757,-73.601772
"2480","GREAT PLAINS IMAGING, LLC","3","67114","3",38.044857,-97.317279
"2481","GREAT PLAINS RADIOLOGY & NUCLEAR MEDICINE PC","4","68847","4",40.850493,-99.073398
"2482","GREAT RIVER PHYSICIANS AND CLINICS INC","2","52655","4",40.850783,-91.229873
"2483","GREATER ATLANTA RADIATION ONCOLOGY CONSULTANTS, LLC","1","30033","1",33.816452,-84.285772
"2484","GREATER BALTIMORE MEDICAL CENTER, INC.","9","21204","23",39.407156,-76.60379
"2485","GREATER DALLAS HEALTHCARE ENTERPRISES","2","75965","2",NA,NA
"2486","GREATER FLINT IMAGING CENTER","14","48509","14",43.025934,-83.604053
"2487","GREATER HOUSTON HEALTH NETWORK","1","77030","3",29.83399,-95.434241
"2488","GREATER HOUSTON ONCOLOGY PA","1","77006","1",29.83399,-95.434241
"2489","GREATER HOUSTON PHYSICIAN'S MEDICAL","13","77090","71",29.83399,-95.434241
"2490","GREATER HOUSTON RADIATION ONCOLOGY, P.A.","5","77380","9",30.144112,-95.470336
"2491","GREATER HOUSTON RADIOLOGY ASSOCIATES, P.A.","10","77098","20",29.83399,-95.434241
"2492","GREATER LONG BEACH VASCULAR ACCESS, A MEDICAL CORPORATION","1","90706","2",33.888014,-118.12965
"2493","GREATER LONG ISLAND MEDICAL SERVICES PLLC","1","11042","1",40.754757,-73.601772
"2494","GREATER NORTHEAST RADIOLOGY ASSOCIATES PC","10","12010","41",42.906298,-74.229042
"2495","GREATER WASHINGTON ONCOLOGY ASSOCIATES","6","20852","12",39.052158,-77.121096
"2496","GREATER WASHINGTON RADIOLOGISTS, INC","11","15301","22",40.135391,-80.146709
"2497","GREEN BAY ONCOLOGY, LTD","11","49801","22",46.021627,-87.874496
"2498","GREEN BAY RADIOLOGY SC","17","54301","17",44.494385,-87.976051
"2499","GREEN CLINIC","2","71270","2",32.580553,-92.639756
"2500","GREEN COUNTRY RADIOLOGY, INC","2","74361","2",36.307279,-95.271696
"2501","GREEN MOUNTAIN RADIOLOGY","3","56029","3",43.652544,-93.403429
"2502","GREENBRIER CLINIC, INC.","1","24986","1",37.782726,-80.312877
"2503","GREENE COUNTY RADIATION ONCOLOGY INC","1","43203","1",39.969036,-83.011389
"2504","GREENE MEDICAL IMAGING PC","2","12414","2",42.258459,-74.021968
"2505","GREENE MEMORIAL HOSPITAL SERVICES, INC.","1","45385","1",39.684731,-83.90813
"2506","GREENFIELD RADIOLOGY ASSOCIATES PC","5","1301","5",NA,NA
"2507","GREENSBORO RADIATION ONCOLOGISTS, PA","8","27403","8",36.089396,-79.823336
"2508","GREENSBORO RADIOLOGY PA","56","27401","56",36.055285,-79.831692
"2509","GREENTREE MEDICAL CENTER PC","1","15220","1",40.418119,-80.052576
"2510","GREENVILLE HOSPITAL SYSTEM","28","29615","37",34.938893,-82.358999
"2511","GREENVILLE RADIOLOGY, INC","2","71654","4",33.644573,-91.401113
"2512","GREENWICH RADIOLOGICAL GROUP, PC","9","68304","9",40.885316,-96.37898
"2513","GREENWOOD GENETICS CENTER INC","1","29646","2",34.114209,-82.128301
"2514","GREGORY A ECHT MD PA","7","76092","15",32.948474,-97.152368
"2515","GREGORY J. SHYPULA, MD, PA","1","88792","2",NA,NA
"2516","GRENADA LAKE MEDICAL CENTER","10","38901","20",33.786016,-89.845462
"2517","GREYLOCK RADIOLOGY ASSOCIATES PC","3","1247","6",NA,NA
"2518","GRIFFIN IMAGING, LLC","1","30224","1",33.240386,-84.273402
"2519","GRIFFIN REGIONAL RADIATION THERAPY CENTER, INC.","9","30223","9",33.265854,-84.289552
"2520","GROUP HEALTH COOPERATIVE","54","98310","139",47.606478,-122.634712
"2521","GROUP HEALTH COOPERATIVE OF SOUTH CENTRAL WISCONSIN","42","53717","42",43.015966,-89.656734
"2522","GROUP HEALTH PLAN, INC.","16","55454","16",44.980859,-93.252524
"2523","GROVE HILL MEDICAL CENTER, P.C.","13","6051","13",NA,NA
"2524","GROVE MEDICAL ASSOCIATES, PC","1","15012","1",40.070268,-79.603426
"2525","GROVE RT ASSOCIATES LLC","1","74344","2",36.545757,-94.74162
"2526","GRP MED CT RADIOLOGY COMPLEX","8","95972","16",39.44442,-121.318329
"2527","GRUNDY RADIOLOGISTS INC","4","60450","4",41.337433,-88.430183
"2528","GRUPO ONCOLOGICO COMUNITARIO","1","93683","2",NA,NA
"2529","GRUPO OTORRINOLARINGOLOGICO DE PR","1","98300","2",NA,NA
"2530","GRUPO RADIOTERAPIA DEL NORTE","3","674","3",NA,NA
"2531","GSH MEDICAL CARE, PC","2","10963","2",41.401702,-74.536702
"2532","GUAHAN PHYSICIANS AND CONSULTANTS","1","96913","2",13.444257,144.786297
"2533","GUAM MEMORIAL HOSPITAL","9","96911","9",13.444257,144.786297
"2534","GUAM SURGICENTER, LLC","2","96913","4",13.444257,144.786297
"2535","GUAM X-RAY","3","96913","6",13.444257,144.786297
"2536","GUARDIAN CARE LLC","3","70043","3",29.947746,-89.954906
"2537","GUAYAMA DIAGNOSTICS CSP","1","72328","2",34.382204,-90.82932
"2538","GULF COAST CANCER CENTER","3","36542","3",30.284936,-87.794246
"2539","GULF COAST IMAGING","3","39501","5",30.396277,-89.064103
"2540","GULF COAST MRI & DIAGNOSTIC CENTER","23","77062","46",29.571478,-95.131719
"2541","GULF COAST ONCOLOGY ASSOCIATES PA","2","77089","2",29.58949,-95.235712
"2542","GULF COAST RADIOLOGY GROUP, PA","5","39564","5",30.50028,-88.655024
"2543","GULF COAST SURGICAL ONCOLOGY PL","1","32502","2",30.474288,-87.225691
"2544","GULF IMAGING ASSOCIATES, PA","5","77504","5",29.645312,-95.176291
"2545","GULF REGION RADIATION ONCOLOGY CENTERS INC","2","32514","2",30.537068,-87.241202
"2546","GULFSOUTH RADIOLOGY P A","1","39531","1",30.401498,-88.971229
"2547","GUN HILL MRI, PC","30","10467","30",40.876328,-73.870404
"2548","GUNDERSEN CLINIC  LTD","45","54601","121",43.85456,-91.132072
"2549","GUNDERSEN LUTHERAN MEDICAL CENTER, INC.","42","54601","42",43.85456,-91.132072
"2550","GUTHRIE CLINIC LTD","33","14830","139",42.120541,-77.048462
"2551","GUY M BOIKE MD PC","1","48602","1",43.42926,-84.056977
"2552","GWINNETT CLINIC,LTD","4","30045","8",33.936729,-83.957347
"2553","GWINNETT HOSPITAL SYSTEM PHYSICIAN GROUP LLC","8","30046","8",33.960353,-84.037859
"2554","GWINNETT HOSPITAL SYSTEM, INC.","11","30045","11",33.936729,-83.957347
"2555","GYN ONCOLOGY ASSOCIATES","1","13202","1",43.043116,-76.150796
"2556","GYN ONCOLOGY GROUP OF THE UNIVERSITY OF ROCHESTER","1","14620","1",43.129862,-77.618523
"2557","GYN ONCOLOGY OF CNY, PC","3","13057","6",43.096216,-76.047426
"2558","GYN ONCOLOGY OF SOUTHWEST VIRGINIA LLC","1","24153","3",37.28814,-80.067762
"2559","GYN RT ONCOLOGY GROUP","3","89011","3",36.106464,-114.919174
"2560","GYNECOLOGIC CANCER & PELVIC SURGERY LLC","1","70521","1",30.344923,-91.854758
"2561","GYNECOLOGIC ONCOLOGY ASSOCIATES INC","3","33125","6",25.783676,-80.235421
"2562","GYNECOLOGIC ONCOLOGY ASSOCIATES OF LEHIGH VALLEY","2","18104","2",40.621048,-75.545306
"2563","GYNECOLOGIC ONCOLOGY ASSOCIATES OF WESTERN NEW YORK PC","2","14221","4",42.968507,-78.749153
"2564","GYNECOLOGIC ONCOLOGY OF WEST MICHIGAN, PLLC","1","49546","1",42.930146,-85.53904
"2565","GYNECOLOGIC ONCOLOGY SERVICES, LLC","1","18104","1",40.621048,-75.545306
"2566","GYNECOLOGY AND INFERTILITY ASSOCIATES, PC","1","36532","1",30.562883,-87.810464
"2567","GYNECOLOGY CANCER CLINIC TR","1","98133","2",47.432251,-121.803388
"2568","H & R MEDICAL PRACTICE PC","1","48127","1",42.334386,-83.273929
"2569","H LEE MOFFITT CANCER CENTER LIFETIME CANCER SCREENING CENTER INC.","115","33617","115",28.030714,-82.386351
"2570","H. ANTHONY TRAN, M.D.,P.A.","1","75503","1",33.464376,-94.116906
"2571","H. MOAYERI, M.D.,INC.","1","92647","2",33.640302,-117.769442
"2572","HACKENSACK RADIOLOGY GROUP, PA","24","7601","48",NA,NA
